state,year,race,pop
Virginia (51),2014,Hispanic or Latino,726159
Virginia (51),2014,Not Hispanic or Latino,7584834
Virginia (51),2015,Hispanic or Latino,747655
Virginia (51),2015,Not Hispanic or Latino,7614153
Virginia (51),2016,Hispanic or Latino,770588
Virginia (51),2016,Not Hispanic or Latino,7639518
Virginia (51),2017,Hispanic or Latino,795062
Virginia (51),2017,Not Hispanic or Latino,7668525
Virginia (51),2018,Hispanic or Latino,816546
Virginia (51),2018,Not Hispanic or Latino,7684740
Virginia (51),2019,Hispanic or Latino,834422
Virginia (51),2019,Not Hispanic or Latino,7701097
Washington (53),1990,Hispanic or Latino,217833
Washington (53),1990,Not Hispanic or Latino,4685210
Washington (53),1991,Hispanic or Latino,233956
Washington (53),1991,Not Hispanic or Latino,4791668
Washington (53),1992,Hispanic or Latino,253377
Washington (53),1992,Not Hispanic or Latino,4907380
Washington (53),1993,Hispanic or Latino,273529
Washington (53),1993,Not Hispanic or Latino,5005313
Washington (53),1994,Hispanic or Latino,294507
Washington (53),1994,Not Hispanic or Latino,5080654
Washington (53),1995,Hispanic or Latino,317977
Washington (53),1995,Not Hispanic or Latino,5163050
Washington (53),1996,Hispanic or Latino,341861
Washington (53),1996,Not Hispanic or Latino,5227892
Washington (53),1997,Hispanic or Latino,369100
Washington (53),1997,Not Hispanic or Latino,5305647
Washington (53),1998,Hispanic or Latino,395766
Washington (53),1998,Not Hispanic or Latino,5373796
Washington (53),1999,Hispanic or Latino,420878
Washington (53),1999,Not Hispanic or Latino,5421686
Washington (53),2000,Hispanic or Latino,446953
Washington (53),2000,Not Hispanic or Latino,5463559
Washington (53),2001,Hispanic or Latino,473640
Washington (53),2001,Not Hispanic or Latino,5512082
Washington (53),2002,Hispanic or Latino,499071
Washington (53),2002,Not Hispanic or Latino,5553278
Washington (53),2003,Hispanic or Latino,524164
Washington (53),2003,Not Hispanic or Latino,5579951
Washington (53),2004,Hispanic or Latino,553147
Washington (53),2004,Not Hispanic or Latino,5625498
Washington (53),2005,Hispanic or Latino,583264
Washington (53),2005,Not Hispanic or Latino,5674041
Washington (53),2006,Hispanic or Latino,618798
Washington (53),2006,Not Hispanic or Latino,5751955
Washington (53),2007,Hispanic or Latino,652679
Washington (53),2007,Not Hispanic or Latino,5808908
Washington (53),2008,Hispanic or Latino,690377
Washington (53),2008,Not Hispanic or Latino,5871854
Washington (53),2009,Hispanic or Latino,729810
Washington (53),2009,Not Hispanic or Latino,5937616
Washington (53),2010,Hispanic or Latino,761235
Washington (53),2010,Not Hispanic or Latino,5981595
Washington (53),2011,Hispanic or Latino,784383
Washington (53),2011,Not Hispanic or Latino,6042244
Washington (53),2012,Hispanic or Latino,804884
Washington (53),2012,Not Hispanic or Latino,6092174
Washington (53),2013,Hispanic or Latino,826405
Washington (53),2013,Not Hispanic or Latino,6137580
Washington (53),2014,Hispanic or Latino,851008
Washington (53),2014,Not Hispanic or Latino,6203647
Washington (53),2015,Hispanic or Latino,877314
Washington (53),2015,Not Hispanic or Latino,6286343
Washington (53),2016,Hispanic or Latino,910632
Washington (53),2016,Not Hispanic or Latino,6384139
Washington (53),2017,Hispanic or Latino,941382
Washington (53),2017,Not Hispanic or Latino,6481980
Washington (53),2018,Hispanic or Latino,966855
Washington (53),2018,Not Hispanic or Latino,6557014
Washington (53),2019,Hispanic or Latino,991721
Washington (53),2019,Not Hispanic or Latino,6623172
West Virginia (54),1990,Hispanic or Latino,7775
West Virginia (54),1990,Not Hispanic or Latino,1784773
West Virginia (54),1991,Hispanic or Latino,7671
West Virginia (54),1991,Not Hispanic or Latino,1791064
West Virginia (54),1992,Hispanic or Latino,8017
West Virginia (54),1992,Not Hispanic or Latino,1798434
West Virginia (54),1993,Hispanic or Latino,8141
West Virginia (54),1993,Not Hispanic or Latino,1809398
West Virginia (54),1994,Hispanic or Latino,8557
West Virginia (54),1994,Not Hispanic or Latino,1811864
West Virginia (54),1995,Hispanic or Latino,8864
West Virginia (54),1995,Not Hispanic or Latino,1814836
West Virginia (54),1996,Hispanic or Latino,9227
West Virginia (54),1996,Not Hispanic or Latino,1813581
West Virginia (54),1997,Hispanic or Latino,9576
West Virginia (54),1997,Not Hispanic or Latino,1809537
West Virginia (54),1998,Hispanic or Latino,9844
West Virginia (54),1998,Not Hispanic or Latino,1805765
West Virginia (54),1999,Hispanic or Latino,10329
West Virginia (54),1999,Not Hispanic or Latino,1801470
West Virginia (54),2000,Hispanic or Latino,12347
West Virginia (54),2000,Not Hispanic or Latino,1794674
West Virginia (54),2001,Hispanic or Latino,13147
West Virginia (54),2001,Not Hispanic or Latino,1788334
West Virginia (54),2002,Hispanic or Latino,14038
West Virginia (54),2002,Not Hispanic or Latino,1791376
West Virginia (54),2003,Hispanic or Latino,15166
West Virginia (54),2003,Not Hispanic or Latino,1797129
West Virginia (54),2004,Hispanic or Latino,16201
West Virginia (54),2004,Not Hispanic or Latino,1800237
West Virginia (54),2005,Hispanic or Latino,17573
West Virginia (54),2005,Not Hispanic or Latino,1802919
West Virginia (54),2006,Hispanic or Latino,19028
West Virginia (54),2006,Not Hispanic or Latino,1808884
West Virginia (54),2007,Hispanic or Latino,20146
West Virginia (54),2007,Not Hispanic or Latino,1813906
West Virginia (54),2008,Hispanic or Latino,21215
West Virginia (54),2008,Not Hispanic or Latino,1819095
West Virginia (54),2009,Hispanic or Latino,22044
West Virginia (54),2009,Not Hispanic or Latino,1825731
West Virginia (54),2010,Hispanic or Latino,22370
West Virginia (54),2010,Not Hispanic or Latino,1831869
West Virginia (54),2011,Hispanic or Latino,23873
West Virginia (54),2011,Not Hispanic or Latino,1832428
West Virginia (54),2012,Hispanic or Latino,24834
West Virginia (54),2012,Not Hispanic or Latino,1832038
West Virginia (54),2013,Hispanic or Latino,25809
West Virginia (54),2013,Not Hispanic or Latino,1828105
West Virginia (54),2014,Hispanic or Latino,26884
West Virginia (54),2014,Not Hispanic or Latino,1822605
West Virginia (54),2015,Hispanic or Latino,27822
West Virginia (54),2015,Not Hispanic or Latino,1814228
West Virginia (54),2016,Hispanic or Latino,28717
West Virginia (54),2016,Not Hispanic or Latino,1802306
West Virginia (54),2017,Hispanic or Latino,29372
West Virginia (54),2017,Not Hispanic or Latino,1787632
West Virginia (54),2018,Hispanic or Latino,30333
West Virginia (54),2018,Not Hispanic or Latino,1773958
West Virginia (54),2019,Hispanic or Latino,31162
West Virginia (54),2019,Not Hispanic or Latino,1760985
Wisconsin (55),1990,Hispanic or Latino,93534
Wisconsin (55),1990,Not Hispanic or Latino,4811028
Wisconsin (55),1991,Hispanic or Latino,99689
Wisconsin (55),1991,Not Hispanic or Latino,4864654
Wisconsin (55),1992,Hispanic or Latino,106191
Wisconsin (55),1992,Not Hispanic or Latino,4919207
Wisconsin (55),1993,Hispanic or Latino,113808
Wisconsin (55),1993,Not Hispanic or Latino,4971081
Wisconsin (55),1994,Hispanic or Latino,123144
Wisconsin (55),1994,Not Hispanic or Latino,5010534
Wisconsin (55),1995,Hispanic or Latino,132728
Wisconsin (55),1995,Not Hispanic or Latino,5052108
Wisconsin (55),1996,Hispanic or Latino,142409
Wisconsin (55),1996,Not Hispanic or Latino,5087577
Wisconsin (55),1997,Hispanic or Latino,153709
Wisconsin (55),1997,Not Hispanic or Latino,5112504
Wisconsin (55),1998,Hispanic or Latino,166122
Wisconsin (55),1998,Not Hispanic or Latino,5131551
Wisconsin (55),1999,Hispanic or Latino,178834
Wisconsin (55),1999,Not Hispanic or Latino,5153832
Wisconsin (55),2000,Hispanic or Latino,195371
Wisconsin (55),2000,Not Hispanic or Latino,5178628
Wisconsin (55),2001,Hispanic or Latino,209771
Wisconsin (55),2001,Not Hispanic or Latino,5197064
Wisconsin (55),2002,Hispanic or Latino,223996
Wisconsin (55),2002,Not Hispanic or Latino,5221166
Wisconsin (55),2003,Hispanic or Latino,237465
Wisconsin (55),2003,Not Hispanic or Latino,5241738
Wisconsin (55),2004,Hispanic or Latino,250997
Wisconsin (55),2004,Not Hispanic or Latino,5263029
Wisconsin (55),2005,Hispanic or Latino,265521
Wisconsin (55),2005,Not Hispanic or Latino,5280645
Wisconsin (55),2006,Hispanic or Latino,280661
Wisconsin (55),2006,Not Hispanic or Latino,5296994
Wisconsin (55),2007,Hispanic or Latino,296250
Wisconsin (55),2007,Not Hispanic or Latino,5314525
Wisconsin (55),2008,Hispanic or Latino,310916
Wisconsin (55),2008,Not Hispanic or Latino,5330080
Wisconsin (55),2009,Hispanic or Latino,325679
Wisconsin (55),2009,Not Hispanic or Latino,5343585
Wisconsin (55),2010,Hispanic or Latino,337714
Wisconsin (55),2010,Not Hispanic or Latino,5352761
Wisconsin (55),2011,Hispanic or Latino,345302
Wisconsin (55),2011,Not Hispanic or Latino,5359986
Wisconsin (55),2012,Hispanic or Latino,353560
Wisconsin (55),2012,Not Hispanic or Latino,5366400
Wisconsin (55),2013,Hispanic or Latino,360943
Wisconsin (55),2013,Not Hispanic or Latino,5375811
Wisconsin (55),2014,Hispanic or Latino,367999
Wisconsin (55),2014,Not Hispanic or Latino,5383526
Wisconsin (55),2015,Hispanic or Latino,375768
Wisconsin (55),2015,Not Hispanic or Latino,5385172
Wisconsin (55),2016,Hispanic or Latino,384921
Wisconsin (55),2016,Not Hispanic or Latino,5387707
Wisconsin (55),2017,Hispanic or Latino,393622
Wisconsin (55),2017,Not Hispanic or Latino,5396564
Wisconsin (55),2018,Hispanic or Latino,404469
Wisconsin (55),2018,Not Hispanic or Latino,5402937
Wisconsin (55),2019,Hispanic or Latino,413208
Wisconsin (55),2019,Not Hispanic or Latino,5409226
Wyoming (56),1990,Hispanic or Latino,25524
Wyoming (56),1990,Not Hispanic or Latino,428166
Wyoming (56),1991,Hispanic or Latino,26154
Wyoming (56),1991,Not Hispanic or Latino,433106
Wyoming (56),1992,Hispanic or Latino,26433
Wyoming (56),1992,Not Hispanic or Latino,439818
Wyoming (56),1993,Hispanic or Latino,27065
Wyoming (56),1993,Not Hispanic or Latino,446016
Wyoming (56),1994,Hispanic or Latino,27501
Wyoming (56),1994,Not Hispanic or Latino,452782
Wyoming (56),1995,Hispanic or Latino,27812
Wyoming (56),1995,Not Hispanic or Latino,457348
Wyoming (56),1996,Hispanic or Latino,27954
Wyoming (56),1996,Not Hispanic or Latino,460213
Wyoming (56),1997,Hispanic or Latino,29021
Wyoming (56),1997,Not Hispanic or Latino,460431
Wyoming (56),1998,Hispanic or Latino,29780
Wyoming (56),1998,Not Hispanic or Latino,461007
Wyoming (56),1999,Hispanic or Latino,30346
Wyoming (56),1999,Not Hispanic or Latino,461434
Wyoming (56),2000,Hispanic or Latino,31999
Wyoming (56),2000,Not Hispanic or Latino,462301
Wyoming (56),2001,Hispanic or Latino,32956
Wyoming (56),2001,Not Hispanic or Latino,461701
Wyoming (56),2002,Hispanic or Latino,34254
Wyoming (56),2002,Not Hispanic or Latino,465763
Wyoming (56),2003,Hispanic or Latino,35424
Wyoming (56),2003,Not Hispanic or Latino,468029
Wyoming (56),2004,Hispanic or Latino,37001
Wyoming (56),2004,Not Hispanic or Latino,472105
Wyoming (56),2005,Hispanic or Latino,38578
Wyoming (56),2005,Not Hispanic or Latino,475579
Wyoming (56),2006,Hispanic or Latino,40433
Wyoming (56),2006,Not Hispanic or Latino,482234
Wyoming (56),2007,Hispanic or Latino,43022
Wyoming (56),2007,Not Hispanic or Latino,491854
Wyoming (56),2008,Hispanic or Latino,45949
Wyoming (56),2008,Not Hispanic or Latino,500094
Wyoming (56),2009,Hispanic or Latino,48769
Wyoming (56),2009,Not Hispanic or Latino,511082
Wyoming (56),2010,Hispanic or Latino,50512
Wyoming (56),2010,Not Hispanic or Latino,513975
Wyoming (56),2011,Hispanic or Latino,51479
Wyoming (56),2011,Not Hispanic or Latino,515820
Wyoming (56),2012,Hispanic or Latino,53964
Wyoming (56),2012,Not Hispanic or Latino,522341
Wyoming (56),2013,Hispanic or Latino,55253
Wyoming (56),2013,Not Hispanic or Latino,526869
Wyoming (56),2014,Hispanic or Latino,56076
Wyoming (56),2014,Not Hispanic or Latino,526455
Wyoming (56),2015,Hispanic or Latino,56994
Wyoming (56),2015,Not Hispanic or Latino,528619
Wyoming (56),2016,Hispanic or Latino,57703
Wyoming (56),2016,Not Hispanic or Latino,526512
Wyoming (56),2017,Hispanic or Latino,57619
Wyoming (56),2017,Not Hispanic or Latino,521312
Wyoming (56),2018,Hispanic or Latino,57986
Wyoming (56),2018,Not Hispanic or Latino,519615
Wyoming (56),2019,Hispanic or Latino,58609
Wyoming (56),2019,Not Hispanic or Latino,520150
