progress,duration_in_seconds,finished,response_id,q4_1_1,q4_1_2,q4_1_3,q4_2_1,q4_2_2,q4_2_3,q4_3_1,q4_3_2,q4_3_3,q4_4_1,q4_4_2,q4_4_3,q4_5_1,q4_5_2,q4_5_3,q4_6_1,q4_6_2,q4_6_3,q4_7_1,q4_7_2,q4_7_3,q4_8_1,q4_8_2,q4_8_3,q4_9_1,q4_9_2,q4_9_3,q4_10_1,q4_10_2,q4_10_3,q4_11_1,q4_11_2,q4_11_3,q6,q7,q8,q9,q102_1,q102_2,q102_3,q102_4,q102_5,q15_1,q15_2,q15_3,q15_4,q15_5,q62_1,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q17,q18,q20,q19,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q24,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q27,q28_1,q28_2,q28_3,q28_4,q28_5,q28_6,q28_7,q28_8,q28_9,q28_10,q28_11,q63_1,q63_2,q63_3,q104_1,q104_2,q104_3,q104_4,q68_2,q69_1,q69_2,q69_3,q69_4,q69_5,q69_6,q69_7,q69_8,q70,q71,q72,q73,q74_1,q74_2,q74_3,q74_4,q74_5,q74_6,q29,q30,q31,q110,fire_rare,fire_privilege,fire_angry,fire_fear,q112,q35,q36,q37,q38,q40,q41,q42,q43,q46,q47,q114_1,q114_2,q114_3,q114_4,q114_5,q114_6,q114_7,q114_8,q114_9,q48,q49_1,q49_2,q49_3,q50_1,q50_2,q50_3,dem101,dem,q109,politcs,q51_1,q51_2,q51_3,q51_4,q51_5,q51_6,q51_7,q51_8,q51_8_text,q52,q52_5_text,q53,q54,q113_first_click,q113_last_click,q113_page_submit,q113_click_count,q55,q56_1,q56_2,q56_3,q56_4,q56_4_text,q78_1,q78_7,q78_2,q78_3,q78_4,q78_6,q78_6_text,q58_1,q58_2,respondent_id,block,attn_q9_pass,attn_q17_pass,attn_q1114_pass,attn_pass_count,duration_sec,d_black_afam_abc,d_native_ind_abc,d_asianam_abc,d_latino_his_abc,d_whiteam_abc,d_mideastam_abc,d_incwomen_abc,d_collegewom_abc,d_enviro_abc,d_feminists_abc,d_proabort_choice_abc,d_abortprov_abc,d_welfare_tanf_abc,d_fstamps_snap_abc,d_unions_abc,d_medicaid_abc,d_medicare_abc,d_unemployed_abc,d_police_abc,d_poorfam_abc,d_wealthy_abc,d_teachers_abc,d_sci_experts_abc,d_child_abc,d_crim_abc,d_incppl_pris_abc,d_homeless_abc,d_immigrants_abc,d_unauth_undoc_abc,d_gunowners_abc,d_voters_abc,d_lgbt_abc,d_trans_abc,d_transkids_abc,d_gunmans_abc,d_ice_abc,d_socmed_abc,d_nra_abc,d_bigbank_abc,d_bigcorp_abc,d_uni_abc,d_comcoll_abc,d_noncit_parent_a,d_incparents_a,d_hsteen_a,d_athiest_a,d_cath_a,d_evan_a,d_jews_a,d_pal_a,d_muslim_a,d_blackwom_a,d_blackmen_a,d_lds_a,d_longcov_a,d_exon_a,d_weed_a,d_opioid_a,d_whitecol_a,d_tech_a,d_smokers_a,d_genx_a,d_boomer_a,d_mill_a,d_genz_a,d_metoo_b,d_christnat_b,d_ruralam_b,d_urbanam_b,d_suburbam_b,d_billion_b,d_blm_b,d_maga_b,d_progs_b,d_soc_b,d_proudboys_b,d_attnys_b,d_military_b,d_vets_b,d_solds_b,d_essentials_b,d_nurses_b,d_drs_b,d_dems_b,d_reps_b,d_media_b,d_bluecol_c,d_working_c,d_midclass_c,d_migrantwork_c,d_smallbiz_c,d_taxpayers_c,d_elderly_c,d_moms_c,d_retires_c,d_sexoffenders_c,d_sexhar_vict_c,d_sexharrasser_c,d_formerlyinc_c,d_homeown_c,d_regufee_c,d_gunvi_vict_c,d_polbrut_vict_c,d_unins_c,d_mentill_c,d_aids_c,d_gay_c,d_lesbians_c,desor,impact,contact_pattern,penalpoint,penalpoint_ord,q25_1_ord,prisonpen_1,prisonpen_5,prisonpen,q25_2_ord,q25_3_ord,q25_4_ord,q25_6_ord,q23_2_ord,q23_7_ord,q23_2_rev,q23_7_rev,q25_2_rev,q25_3_rev,q25_4_rev,q25_6_rev,prisonhelp,variancehelp,sdhelp,Black,Hispanic,White,OtherRace,Republican,Democrat,fiscal_ideology,social_ideology,trans_id,gender,desor_z,desor_core,desor_core_z,desor_ext,desor_ext_z,incarc,knowincarc,noincarc,vict
100,10884,1,R_7m8kituIUlH1IBy,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,1,1,-99,1,1,8,6,6,6,6,4,5,2,2,1,2,2,purple,1,1,2,5,4,5,5,4,4,5,1,1,1,1,1,1,3,1,5,4,4,2,5,4,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,4,1,1,7,1,3,1,1,1,2,2,3,1,1,2,2,3,4,3,3,4,3,3,2,3,3,4,1,1,4,NA,3,3,3,2,3,2,4,3,5,5,5,5,5,6,6,6,6,6,6,3,0,1,0,0,1,0,2,2,NA,2,1,0,0,0,0,0,1,0,-99,6,-99,2,1,1.584,3.288,4.223,2,2,1,0,0,0,-99,1,0,0,0,0,0,-99,330,51,iP4d89bded1964c00e,C,TRUE,TRUE,TRUE,3,10884,89,98,96,81,85,79,22,98,98,10,99,94,70,75,81,98,98,66,76,98,50,96,98,100,0,50,53,50,31,50,97,98,90,91,9,70,0,8,13,51,94,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,94,98,50,94,98,98,98,98,0,98,0,50,81,50,98,99,84,90,50,88,94,73.9090909090909,0,001001,4,Neutral (4),Don't know,NA,2,2,Favor,Favor,Strongly favor,Favor,Favor,Don't know,2,NA,3,3,4,3,3,0.5666666666666667,0.752772652709081,0,1,0,0,0,1,1,1,0,0,0.3778822421110479,71,0.22142542368519263,73.9090909090909,0.37477513145656466,0,0,1,0
100,960,1,R_1V26SS9Nf7FoBEt,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,NA,NA,NA,4,1,1,1,1,3,6,6,6,6,6,NA,3,3,2,1,3,3,Purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP1217d29eb53bae76,C,TRUE,TRUE,TRUE,3,960,82,80,71,70,62,71,52,100,100,39,0,31,81,81,74,100,100,79,59,100,0,79,88,100,25,31,100,61,65,65,66,0,0,0,65,70,62,61,80,60,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,100,90,58,80,87,100,100,96,0,72,0,38,80,55,50,72,100,69,59,0,0,85.0909090909091,0,001001,NA,NA,Oppose,3,3,3,Oppose,Favor,Strongly favor,Oppose,NA,NA,NA,NA,2,3,4,2,2.75,0.9166666666666666,0.957427107756338,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.9598478873166132,85.22222222222223,0.9620832927969744,85.0909090909091,0.956576358615366,0,0,1,0
100,2995,1,R_10uB8H5ThZun2KP,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,NA,NA,NA,4,2,1,1,2,2,9,8,10,10,10,3,1,3,4,2,1,3,purple,1,1,3,2,3,1,1,1,2,1,2,1,1,3,3,1,3,1,4,3,5,2,3,4,3,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,3,2,6,2,3,1,2,2,1,2,4,1,3,2,1,3,3,2,5,3,5,3,2,3,3,4,1,1,4,NA,2,3,3,2,3,3,3,2,4,5,5,4,4,6,6,6,4,5,6,3,0,1,0,1,0,0,3,NA,NA,3,0,0,0,0,0,0,1,0,-99,6,-99,2,1,1.367,3.992,4.3,4,2,0,1,0,0,-99,1,0,0,0,0,0,-99,191,210,iPd4bebaf27ca458f4,A,TRUE,TRUE,TRUE,3,2995,50,100,70,80,80,70,50,90,90,70,50,80,60,70,90,80,80,30,60,80,50,100,90,100,0,10,50,50,40,60,70,80,70,90,50,50,0,10,10,70,60,90,60,10,60,80,40,10,70,60,50,30,60,70,60,90,80,30,80,90,50,20,40,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,010010,5,Punish (5),Strongly favor,1,1,1,Oppose,Strongly oppose,Favor,Oppose,Favor,Don't know,2,NA,2,1,3,2,2,1.0666666666666669,1.0327955589886444,0,1,0,0,0,0,2,1,0,1,-0.34602624338855736,60,-0.35142714695595073,60,-0.3489288340336512,0,1,1,0
100,1713,1,R_5hE8KPg1qy9krDO,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,NA,NA,NA,4,1,1,3,1,1,10,10,10,9,10,1,2,1,1,1,4,1,purple,1,1,1,1,3,1,2,1,1,2,2,1,1,1,1,2,1,1,4,4,4,1,1,4,1,3,3,2,2,1,2,2,2,2,2,2,1,1,1,1,6,1,3,1,2,2,2,2,1,1,1,2,1,1,1,1,4,4,2,1,1,1,1,3,2,3,1,1,1,1,NA,4,1,4,1,1,2,1,3,3,3,6,6,5,6,6,6,6,6,6,1,0,0,1,1,0,0,2,3,NA,3,1,0,0,0,0,0,0,0,-99,5,holy,NA,4,1.351,3.591,4.636,2,2,1,0,0,0,-99,1,0,0,0,0,0,-99,1338,1400,iP7af01599c3742c84,B,TRUE,TRUE,TRUE,3,1713,100,95,100,100,7,6,73,11,0,18,0,0,83,100,16,95,86,91,39,100,6,65,3,100,0,83,91,32,0,94,50,0,0,0,50,0,0,50,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,20,13,0,100,0,19,4,0,13,100,100,89,83,77,49,50,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.33333333333333,1,010100,7,Punish (7),Favor,2,4,3,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Favor,Favor,2,2,4,4,4,4,3.3333333333333335,0,0,0,0,1,0,0,1,3,3,0,0,0.4520079475979355,75.33333333333333,0.4470946181801883,75.33333333333333,0.4488798948074146,0,1,1,1
100,4302,1,R_7EFQdeRbH36GZzE,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,NA,NA,NA,4,2,2,2,2,2,10,8,9,9,9,3,2,3,2,2,1,2,purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPc7399d36999abcca,B,TRUE,TRUE,TRUE,3,4302,85,86,86,90,85,88,61,64,60,30,33,14,70,65,80,82,73,75,75,71,86,87,70,88,81,66,75,69,18,91,91,52,31,31,79,NA,70,90,NA,87,83,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,81,92,85,83,82,59,87,38,51,70,61,100,89,100,85,85,75,81,89,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.44444444444444,1,010001,5,Punish (5),Favor,2,1,1.5,Oppose,Favor,Favor,Favor,NA,NA,NA,NA,2,3,3,3,2.75,0.25,0.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.0106205689159734,66.44444444444444,-0.01581655001467488,66.44444444444444,-0.0136179190134931,0,1,1,0
100,3933,1,R_7ilzWA1vJ6ydcYm,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,NA,NA,NA,4,1,2,-99,2,1,9,10,10,10,10,6,4,1,1,1,5,2,purple,1,2,5,1,2,1,1,5,1,1,1,1,1,3,2,2,1,1,4,4,3,2,1,4,2,1,1,1,2,1,2,3,2,1,2,2,2,2,2,1,2,1,1,5,3,3,3,3,3,1,2,1,1,1,2,1,1,3,4,4,3,4,2,3,1,3,4,2,1,4,NA,3,2,4,1,3,3,3,3,4,4,6,5,4,6,6,6,4,5,6,2,0,1,0,1,0,0,3,NA,NA,2,0,1,0,0,0,0,0,0,-99,5,Agnostic,NA,3,1.315,3.387,4.203,2,2,0,1,0,0,-99,1,0,0,0,0,0,-99,2567,2766,iP29b365d7e011b35c,A,TRUE,TRUE,TRUE,3,3933,60,60,50,50,50,50,50,50,50,50,60,50,50,70,60,60,60,70,30,80,40,70,50,80,50,60,90,70,50,40,50,60,60,70,30,20,30,40,0,0,20,50,60,60,60,50,50,30,50,80,50,50,50,50,70,100,60,50,50,50,60,60,40,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0,001001,2,Rehab (2),Strongly oppose,4,NA,4,Strongly favor,Strongly favor,Strongly favor,Favor,Favor,Favor,2,2,4,4,4,3,3.1666666666666665,0.16666666666666666,0.408248290463863,1,0,0,0,0,0,2,2,0,1,-0.03375199474166877,66.66666666666667,-0.00424377080980297,66,-0.03674280970453841,0,0,1,0
100,3368,1,R_70GIqMZIairw3k5,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,NA,NA,NA,4,1,1,1,1,1,10,10,10,10,10,1,4,1,4,1,4,1,Purple,1,1,1,2,1,1,1,1,1,5,2,1,1,1,2,1,1,1,4,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,4,4,1,1,1,4,2,2,1,1,2,1,4,4,3,3,3,3,1,3,3,3,4,1,1,4,NA,4,1,4,1,1,4,1,1,1,1,4,6,4,6,6,6,5,5,6,3,1,0,0,1,0,0,3,NA,NA,5,1,0,0,0,0,0,0,0,-99,6,-99,2,1,5.108,9.797,10.98,3,2,0,1,0,0,-99,1,0,0,0,0,0,-99,1239,1237,iP7f76997f30ee3747,C,TRUE,TRUE,TRUE,3,3368,100,28,100,67,54,13,100,100,100,72,14,100,100,53,100,100,100,84,0,62,13,100,100,77,4,100,100,77,25,100,100,0,0,0,0,44,100,0,0,0,15,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,91,100,0,100,0,100,100,59,100,100,100,15,100,0,33,74.18181818181819,1,010001,7,Punish (7),Strongly oppose,4,4,4,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Favor,Favor,2,2,4,1,4,4,2.8333333333333335,1.5,1.224744871391589,0,0,1,0,0,0,5,5,0,1,0.3920765261404523,77.88888888888889,0.5801815790362116,74.18181818181819,0.3889654052897066,0,1,1,0
100,2488,1,R_5rGOM13vLCsjZCW,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,NA,NA,NA,4,2,2,2,2,4,9,6,9,10,10,1,1,3,2,5,3,2,purple,2,2,2,2,1,1,1,2,2,1,2,2,3,1,1,1,2,3,3,1,2,2,4,3,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,4,7,4,4,4,2,2,3,2,2,2,3,2,1,3,1,1,3,4,4,5,1,3,3,2,1,3,2,3,3,4,NA,2,3,2,3,1,1,2,3,3,3,6,6,4,6,6,6,5,6,6,3,1,0,0,1,0,0,3,NA,NA,3,0,0,0,0,0,0,1,0,-99,2,-99,2,4,2.382,4.172,5.285,2,2,0,1,0,0,-99,1,0,0,0,0,0,-99,2283,52,iP99a485b4f2a569d6,A,TRUE,TRUE,TRUE,3,2488,70,100,80,70,70,80,0,70,80,50,80,80,80,70,70,80,90,60,90,80,50,70,100,90,40,0,90,40,30,100,80,50,40,30,100,100,70,100,60,60,80,70,70,0,70,70,100,40,70,40,80,70,70,70,90,90,60,40,80,70,50,90,80,70,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0,001001,7,Punish (7),Strongly favor,1,3,2,Oppose,Favor,Don't know,Favor,Oppose,Oppose,1,1,2,3,5,3,2.5,1.4666666666666666,1.2110601416389966,0,1,0,0,0,0,3,3,0,1,0.12238512958177553,68.88888888888889,0.11148402123891243,69,0.11935020246001796,0,0,1,0
100,1629,1,R_6Ov6RyAGscT86hk,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,NA,NA,NA,4,1,1,1,1,1,8,10,10,10,10,7,5,2,2,2,3,5,purple,1,1,3,5,4,5,5,1,5,4,1,1,1,3,1,3,1,1,4,4,4,1,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,4,2,3,3,3,3,3,3,3,3,1,1,1,4,4,1,1,3,4,2,3,3,3,4,2,2,3,NA,3,2,4,3,2,3,3,3,3,3,6,6,6,6,6,6,6,6,6,1,1,0,0,1,0,0,3,NA,NA,3,0,1,0,0,0,0,0,0,-99,6,-99,2,4,2.498,4.752,6.981,2,2,1,0,0,0,-99,1,0,0,0,0,0,-99,1924,1989,iP214f81bb05a36ec8,A,TRUE,TRUE,TRUE,3,1629,40,0,10,10,30,0,20,40,0,0,0,0,50,100,0,100,100,40,50,100,0,50,30,30,0,40,20,0,0,30,50,0,0,10,30,0,0,0,30,0,40,10,10,20,30,0,0,0,0,0,0,50,40,0,40,30,0,0,30,20,0,20,20,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,001001,1,Rehab (1),Don't know,NA,3,3,Favor,Favor,Favor,Don't know,Favor,Favor,2,2,3,3,3,5,3,2.1666666666666665,1.4719601443879744,1,0,0,0,0,0,3,3,0,0,-0.7623919082510755,56.666666666666664,-0.5250188350290246,52,-0.7651768664724682,0,0,1,0
100,2087,1,R_3nIOQYL3harcL5e,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,2,2,-99,2,2,10,10,10,10,10,7,3,3,1,1,5,1,purple,1,3,1,1,1,1,2,3,5,1,1,1,1,2,3,3,1,1,4,4,4,1,5,4,2,1,1,1,2,1,2,3,2,2,2,2,2,2,1,1,1,1,1,6,1,3,1,1,1,2,2,2,1,1,2,1,4,4,5,3,4,1,2,3,3,3,4,1,1,4,NA,2,2,2,3,3,3,4,3,3,3,4,5,5,6,6,6,5,5,6,1,1,0,0,1,0,0,3,NA,NA,3,0,1,0,0,0,0,0,0,-99,3,-99,NA,4,1.764,4.949,6.213,5,2,0,1,0,0,-99,1,0,0,0,0,0,-99,398,504,iP30290c7e16a0d569,B,TRUE,TRUE,TRUE,3,2087,75,75,75,75,75,75,50,75,50,25,20,50,50,50,25,90,95,50,90,85,0,95,85,100,50,50,50,75,50,50,100,75,25,50,0,80,50,0,0,50,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,90,75,70,0,0,0,50,10,0,50,100,100,100,95,100,100,30,25,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.11111111111111,1,100001,1,Rehab (1),Oppose,3,NA,3,Oppose,Strongly favor,Strongly favor,Strongly favor,Favor,Favor,2,2,2,4,4,4,3,0.6666666666666666,0.816496580927726,1,0,0,0,0,0,3,3,0,1,-0.02796913828524474,66.11111111111111,-0.03317571882198201,66.11111111111111,-0.0309615870317769,1,0,1,0
100,13757,1,R_3FP3Punh5VEX3La,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,NA,NA,NA,4,4,4,4,4,4,6,7,6,10,10,2,1,1,2,2,2,4,purple,1,6,4,3,2,3,4,2,5,2,2,1,1,2,1,3,1,2,2,4,1,4,1,4,2,3,3,1,1,1,2,2,2,3,2,2,1,2,1,2,2,2,2,4,2,1,1,3,3,2,2,1,2,2,5,5,4,4,4,4,4,4,3,2,3,3,4,2,3,4,NA,2,3,2,2,2,2,2,3,2,2,5,6,4,6,6,6,5,6,6,3,0,1,0,0,1,0,4,NA,NA,4,1,0,0,0,0,0,0,0,-99,5,Universalist,NA,4,1.555,6.724,7.896,6,2,0,1,0,0,-99,1,0,0,0,0,0,-99,2357,689,iPe885dcad376a5ddc,B,TRUE,TRUE,TRUE,3,13757,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,70,60,100,50,50,50,50,50,50,50,50,50,100,40,60,35,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,50,50,50,50,50,70,75,90,80,75,60,75,50,50,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,010110,6,Punish (6),Strongly favor,1,2,1.5,Strongly favor,Favor,Favor,Strongly oppose,Favor,Favor,2,2,4,3,3,1,2.5,1.3666666666666667,1.1690451944500122,0,0,1,0,0,0,4,4,0,1,-0.8664833244667051,50,-0.8722022111751719,50,-0.8692388745821725,0,1,1,1
100,6623,1,R_3JwtecQBaOGjVHd,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,2,2,2,2,2,8,9,9,10,8,5,2,2,2,2,2,5,Purple,2,3,3,3,2,2,6,6,3,2,1,1,1,1,2,3,1,1,4,4,4,2,5,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,2,4,2,3,3,3,2,2,2,3,3,3,2,2,5,3,3,3,3,3,3,3,3,3,3,2,2,4,NA,2,3,3,3,2,2,3,3,3,3,4,6,6,6,6,6,6,6,6,3,0,0,1,1,0,0,1,NA,3,3,1,0,0,0,0,0,0,0,-99,1,-99,2,4,1.438,4.036,5.475,4,2,1,0,0,0,-99,1,0,0,0,0,0,-99,1,38,iP593bbf3b932ac271,A,TRUE,TRUE,TRUE,3,6623,60,30,60,60,40,40,40,50,50,40,40,50,40,30,40,40,70,60,40,60,30,60,50,40,20,40,60,80,60,30,50,40,40,60,30,30,60,30,40,30,60,70,30,40,30,50,50,30,50,40,60,60,50,40,60,60,50,40,40,50,40,40,50,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0,001001,3,Rehab (3),Favor,2,2,2,Favor,Favor,Favor,Don't know,Favor,Favor,2,2,3,3,3,5,3,2.1666666666666665,1.4719601443879744,0,0,1,0,1,0,3,3,0,0,-0.7103462001432608,55.55555555555556,-0.5828827310533823,53,-0.7131458624176161,0,0,1,0
100,6893,1,R_2z8cvX56oZCWPbM,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,NA,NA,NA,4,1,1,2,2,1,10,10,10,10,9,5,1,3,1,1,4,1,purple,1,2,3,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,2,3,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,6,2,1,5,1,2,1,1,2,2,2,2,1,3,2,1,3,3,4,3,4,2,3,3,3,3,3,2,1,4,NA,2,3,3,3,4,3,3,2,4,5,4,5,5,6,6,6,4,5,6,2,0,1,1,1,0,0,2,3,NA,2,1,0,0,0,0,0,0,0,-99,6,-99,2,2,7.6,11.321,12.552,4,2,1,0,0,0,-99,1,0,1,0,0,0,-99,1011,1074,iP509019ee6c8cd271,C,TRUE,TRUE,TRUE,3,6893,56,88,50,50,50,50,50,88,52,50,100,100,60,60,50,90,100,50,58,90,36,100,72,100,50,68,83,67,28,50,65,50,50,50,32,26,5,9,18,7,47,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,76,50,50,50,50,100,100,50,0,62,0,88,50,65,50,84,50,85,50,50,50,69.36363636363636,1,110010,3,Rehab (3),Strongly favor,1,4,2.5,Oppose,Strongly favor,Strongly favor,Strongly favor,Favor,Favor,2,2,2,4,4,4,3,0.6666666666666666,0.816496580927726,0,0,1,0,0,1,2,1,0,0,0.1413108416209807,69.77777777777777,0.15777513805839863,69.36363636363636,0.13827056757087308,1,1,0,0
