progress,duration_in_seconds,finished,response_id,q4_1_1,q4_1_2,q4_1_3,q4_2_1,q4_2_2,q4_2_3,q4_3_1,q4_3_2,q4_3_3,q4_4_1,q4_4_2,q4_4_3,q4_5_1,q4_5_2,q4_5_3,q4_6_1,q4_6_2,q4_6_3,q4_7_1,q4_7_2,q4_7_3,q4_8_1,q4_8_2,q4_8_3,q4_9_1,q4_9_2,q4_9_3,q4_10_1,q4_10_2,q4_10_3,q4_11_1,q4_11_2,q4_11_3,q6,q7,q8,q9,q102_1,q102_2,q102_3,q102_4,q102_5,q15_1,q15_2,q15_3,q15_4,q15_5,q62_1,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q17,q18,q20,q19,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q24,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q27,q28_1,q28_2,q28_3,q28_4,q28_5,q28_6,q28_7,q28_8,q28_9,q28_10,q28_11,q63_1,q63_2,q63_3,q104_1,q104_2,q104_3,q104_4,q68_2,q69_1,q69_2,q69_3,q69_4,q69_5,q69_6,q69_7,q69_8,q70,q71,q72,q73,q74_1,q74_2,q74_3,q74_4,q74_5,q74_6,q29,q30,q31,q110,fire_rare,fire_privilege,fire_angry,fire_fear,q112,q35,q36,q37,q38,q40,q41,q42,q43,q46,q47,q114_1,q114_2,q114_3,q114_4,q114_5,q114_6,q114_7,q114_8,q114_9,q48,q49_1,q49_2,q49_3,q50_1,q50_2,q50_3,dem101,dem,q109,politcs,q51_1,q51_2,q51_3,q51_4,q51_5,q51_6,q51_7,q51_8,q51_8_text,q52,q52_5_text,q53,q54,q113_first_click,q113_last_click,q113_page_submit,q113_click_count,q55,q56_1,q56_2,q56_3,q56_4,q56_4_text,q78_1,q78_7,q78_2,q78_3,q78_4,q78_6,q78_6_text,q58_1,q58_2,respondent_id,block,attn_q9_pass,attn_q17_pass,attn_q1114_pass,attn_pass_count,duration_sec,d_black_afam_abc,d_native_ind_abc,d_asianam_abc,d_latino_his_abc,d_whiteam_abc,d_mideastam_abc,d_incwomen_abc,d_collegewom_abc,d_enviro_abc,d_feminists_abc,d_proabort_choice_abc,d_abortprov_abc,d_welfare_tanf_abc,d_fstamps_snap_abc,d_unions_abc,d_medicaid_abc,d_medicare_abc,d_unemployed_abc,d_police_abc,d_poorfam_abc,d_wealthy_abc,d_teachers_abc,d_sci_experts_abc,d_child_abc,d_crim_abc,d_incppl_pris_abc,d_homeless_abc,d_immigrants_abc,d_unauth_undoc_abc,d_gunowners_abc,d_voters_abc,d_lgbt_abc,d_trans_abc,d_transkids_abc,d_gunmans_abc,d_ice_abc,d_socmed_abc,d_nra_abc,d_bigbank_abc,d_bigcorp_abc,d_uni_abc,d_comcoll_abc,d_noncit_parent_a,d_incparents_a,d_hsteen_a,d_athiest_a,d_cath_a,d_evan_a,d_jews_a,d_pal_a,d_muslim_a,d_blackwom_a,d_blackmen_a,d_lds_a,d_longcov_a,d_exon_a,d_weed_a,d_opioid_a,d_whitecol_a,d_tech_a,d_smokers_a,d_genx_a,d_boomer_a,d_mill_a,d_genz_a,d_metoo_b,d_christnat_b,d_ruralam_b,d_urbanam_b,d_suburbam_b,d_billion_b,d_blm_b,d_maga_b,d_progs_b,d_soc_b,d_proudboys_b,d_attnys_b,d_military_b,d_vets_b,d_solds_b,d_essentials_b,d_nurses_b,d_drs_b,d_dems_b,d_reps_b,d_media_b,d_bluecol_c,d_working_c,d_midclass_c,d_migrantwork_c,d_smallbiz_c,d_taxpayers_c,d_elderly_c,d_moms_c,d_retires_c,d_sexoffenders_c,d_sexhar_vict_c,d_sexharrasser_c,d_formerlyinc_c,d_homeown_c,d_regufee_c,d_gunvi_vict_c,d_polbrut_vict_c,d_unins_c,d_mentill_c,d_aids_c,d_gay_c,d_lesbians_c,desor,impact,contact_pattern,penalpoint,penalpoint_ord,q25_1_ord,prisonpen_1,prisonpen_5,prisonpen,q25_2_ord,q25_3_ord,q25_4_ord,q25_6_ord,q23_2_ord,q23_7_ord,q23_2_rev,q23_7_rev,q25_2_rev,q25_3_rev,q25_4_rev,q25_6_rev,prisonhelp,variancehelp,sdhelp,Black,Hispanic,White,OtherRace,Republican,Democrat,fiscal_ideology,social_ideology,trans_id,gender,desor_z,desor_core,desor_core_z,desor_ext,desor_ext_z,incarc,knowincarc,noincarc,vict
100,834,1,R_7OHSFDecAiawBb1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,NA,NA,NA,4,1,1,1,1,1,8,10,10,10,10,5,3,1,1,1,2,2,purple,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,3,1,1,3,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,6,2,4,2,2,2,2,3,2,1,1,1,1,2,2,4,4,2,4,2,3,3,3,4,1,1,4,NA,3,1,4,1,2,4,4,1,4,6,5,6,5,6,6,6,6,4,6,3,0,1,1,0,1,0,2,2,NA,1,1,0,0,0,0,0,0,0,-99,3,-99,NA,2,1.964,3.377,4.58,2,2,1,0,0,0,-99,0,0,0,0,1,0,-99,2283,2334,iP04ad4c71ef5c98aa,B,TRUE,TRUE,TRUE,3,834,73,71,70,85,46,67,72,80,79,73,77,74,51,75,62,53,70,50,30,66,28,91,79,88,50,50,77,81,50,33,66,80,83,75,30,38,41,16,22,19,50,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,11,50,50,50,2,75,0,50,63,0,45,38,78,53,79,62,70,60,46,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.666666666666664,0,001001,3,Rehab (3),Oppose,3,2,2.5,Strongly favor,Strongly favor,Strongly favor,Favor,Don't know,Favor,NA,2,4,4,4,3,3.4,0.7,0.8366600265340756,0,0,1,0,0,1,2,0,0,0,-0.15519198032657,63.666666666666664,-0.1604762900755697,63.666666666666664,-0.15814848583252683,0,0,1,0
100,868,1,R_3rz8j19a1hicry9,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,NA,NA,NA,4,1,2,3,2,2,7,8,9,9,9,3,3,3,3,2,2,3,Purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPe3c5cf15bb87bc1f,B,TRUE,TRUE,TRUE,3,868,49,49,49,49,49,49,21,49,20,20,0,0,60,70,59,63,70,66,70,90,45,77,44,94,15,15,75,60,29,49,70,40,15,8,40,69,29,49,30,11,42,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,49,60,55,47,30,20,53,35,3,63,46,98,100,100,76,61,67,50,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.77777777777777,1,010001,5,Punish (5),Oppose,3,2,2.5,Oppose,Oppose,Favor,Oppose,NA,NA,NA,NA,2,2,3,2,2.25,0.25,0.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.0973634157623316,64.77777777777777,-0.102612394051212,64.77777777777777,-0.10033625910491356,0,1,1,0
100,881,1,R_13vZdGoLER3K4KS,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPe5722a4606df10a6,B,FALSE,FALSE,TRUE,1,881,57,99,45,100,74,28,25,72,7,77,77,93,70,33,61,92,77,70,76,27,33,87,96,90,76,77,16,80,71,51,30,29,24,16,60,25,20,70,37,38,30,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,57,77,71,91,11,77,65,76,100,100,73,100,85,83,68,75,85,100,27,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.55555555555556,1,010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.3691576692142527,59.55555555555556,-0.3745727053656938,59.55555555555556,-0.3720537247246965,0,1,1,0
100,763,1,R_3qvU3rI2a6ld0wF,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPdd7bbeb024d933f9,C,FALSE,FALSE,TRUE,1,763,100,100,100,100,100,100,90,100,100,50,0,0,100,100,100,100,100,100,100,100,100,100,60,100,0,80,100,100,90,100,100,100,100,100,100,100,25,100,80,60,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,10,100,0,80,100,100,100,100,100,100,100,100,100,99.0909090909091,0,001001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1.68848780082602,98.88888888888889,1.6738092138965763,99.0909090909091,1.685010415383296,0,0,1,0
100,613,1,R_1KryMKSUXsFMbrS,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,1,1,2,-99,1,10,10,10,10,10,4,5,1,1,1,2,1,Purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPaf4e0e38b5999788,B,TRUE,TRUE,TRUE,3,613,74,89,76,83,82,78,49,72,21,32,50,50,66,78,33,78,71,61,71,83,16,75,24,82,18,33,69,66,62,70,76,15,1,24,49,35,1,69,29,11,23,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,86,69,78,9,12,1,68,5,2,22,87,91,88,75,81,62,73,8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.44444444444444,0,001001,4,Neutral (4),Don't know,NA,2,2,Strongly favor,Strongly favor,Strongly favor,Strongly favor,NA,NA,NA,NA,4,4,4,4,4,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.1975622635152857,70.44444444444444,0.1924934756730136,70.44444444444444,0.1945060972059154,0,0,1,0
100,1067,1,R_5X5L6y8eFo11V7Q,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,2,2,2,1,2,6,9,8,9,8,5,2,3,2,1,3,3,Purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPaec120e4c6114e0d,A,TRUE,TRUE,TRUE,3,1067,70,70,20,90,60,70,30,30,30,80,70,70,100,80,70,30,30,100,60,70,20,50,80,70,70,30,80,80,100,90,80,20,60,70,30,70,30,70,30,70,30,100,20,30,80,30,70,20,80,100,80,60,30,20,80,80,20,30,70,80,60,80,30,30,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0,001001,3,Rehab (3),Favor,2,3,2.5,Oppose,Favor,Strongly favor,Oppose,NA,NA,NA,NA,2,3,4,2,2.75,0.9166666666666666,0.957427107756338,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.12238512958177553,74.44444444444444,0.40080350136070214,69,0.11935020246001796,0,0,1,0
100,735,1,R_5elccpdM0FH4O3o,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,4,1,1,1,1,1,10,10,10,10,10,7,5,1,1,1,5,1,purple,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,4,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,7,1,3,1,1,1,3,1,3,1,1,1,1,1,3,4,4,4,4,1,2,3,3,4,1,1,4,NA,4,1,4,1,4,4,4,1,6,6,5,6,5,6,6,6,6,6,6,1,0,1,0,0,1,0,2,2,NA,1,1,0,0,0,0,0,0,0,-99,6,-99,2,2,1.639,3.007,4.098,2,2,0,1,0,0,-99,1,0,0,0,0,0,-99,2246,2272,iPe95c11f58326bfb9,C,TRUE,TRUE,TRUE,3,735,100,100,100,100,76,100,100,100,100,100,100,100,100,100,88,100,100,100,47,100,100,100,100,100,17,100,100,100,100,42,100,100,100,100,0,0,100,0,35,2,76,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,37,100,0,100,75,100,100,100,100,100,100,100,100,100,0,001010,1,Rehab (1),Don't know,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Favor,Favor,2,2,4,4,4,4,3.3333333333333335,0,0,0,0,1,0,0,1,0,0,0,1,1.735802080924033,100,1.7316731099209344,100,1.732311328160434,0,0,1,0
100,1195,1,R_1CZhmZ2jRVctQkQ,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,NA,NA,NA,4,2,2,2,2,2,10,8,10,10,10,3,2,2,2,2,1,2,purple,1,1,2,1,2,1,1,4,2,1,1,1,1,1,3,1,1,1,4,3,4,2,5,4,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,5,1,3,1,2,1,3,2,3,1,1,1,1,2,4,4,4,4,4,2,3,3,3,3,2,2,3,NA,3,2,3,2,3,3,3,3,6,5,5,6,4,6,6,6,4,6,6,3,0,1,1,0,0,1,2,2,NA,2,1,0,0,0,0,0,0,0,-99,6,-99,2,1,3.223,4.967,5.989,2,2,0,1,0,0,-99,0,0,0,0,1,0,-99,805,172,iP343be9016c0b3462,A,TRUE,TRUE,TRUE,3,1195,70,70,100,60,60,50,80,40,70,40,90,80,60,70,90,60,80,70,50,80,10,90,90,80,10,60,60,80,70,40,70,80,80,70,30,30,10,10,10,20,80,80,60,60,80,90,10,10,100,0,50,80,80,10,70,70,60,60,30,30,40,60,10,40,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0,001001,5,Punish (5),Favor,2,1,1.5,Favor,Favor,Favor,Favor,Favor,Favor,2,2,3,3,3,3,2.6666666666666665,0.26666666666666666,0.5163977794943222,0,0,1,0,0,1,0,1,0,1,0.12238512958177553,70,0.16934791726327053,69,0.11935020246001796,0,0,1,0
100,1369,1,R_1uCmNReED9FH6aG,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,NA,NA,NA,4,1,1,1,1,1,10,10,10,10,10,7,2,1,1,1,1,5,Purple,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,4,1,3,4,3,1,1,1,1,1,2,1,1,1,2,2,2,2,2,4,7,1,1,7,1,1,2,1,1,4,4,1,1,1,5,1,2,4,3,4,1,4,1,3,2,2,4,1,1,2,NA,4,1,4,1,2,4,4,3,4,3,4,5,4,6,6,6,4,4,6,3,1,0,0,1,0,0,2,3,NA,4,0,1,0,0,0,0,0,0,-99,1,-99,1,4,0.908,3.879,5.075,5,2,0,1,0,0,-99,1,0,0,0,0,0,-99,2079,864,iP421d22cb1879c6ef,C,TRUE,TRUE,TRUE,3,1369,100,100,25,39,7,36,36,100,16,0,36,0,100,100,50,100,100,100,0,100,0,91,14,100,0,11,13,75,12,0,100,8,0,0,0,0,15,0,2,0,15,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,36,100,100,100,100,92,0,100,0,23,100,22,97,100,100,93,25,100,100,81.18181818181819,1,100010,1,Rehab (1),Favor,2,1,1.5,Strongly favor,Strongly favor,Strongly favor,Don't know,Favor,Favor,2,2,4,4,4,5,3.5,2.6666666666666665,1.632993161855452,1,0,0,0,0,1,2,3,0,1,0.7563964828951557,77.77777777777777,0.5743951894337757,81.18181818181819,0.7531824336736714,1,0,1,0
100,600,1,R_59BxMAEmN1DvTl7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,NA,NA,NA,4,1,1,1,1,1,10,10,10,10,10,2,5,2,2,2,2,2,purple,2,2,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,3,3,3,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,7,2,3,4,2,2,1,3,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,2,2,NA,2,2,2,2,2,2,2,2,5,5,5,5,4,6,6,6,4,5,6,3,1,0,0,1,0,0,2,3,NA,2,1,0,0,0,0,0,0,0,-99,2,-99,2,2,0.913,2.025,2.652,2,2,0,1,0,0,-99,1,0,0,0,0,0,-99,1239,1252,iP712877a8d472cd9a,C,TRUE,TRUE,TRUE,3,600,50,50,50,50,50,50,59,58,64,50,49,78,55,60,100,50,79,59,0,64,16,59,75,100,19,25,53,50,17,50,76,50,69,50,8,32,20,14,12,0,21,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,59,62,50,64,79,61,97,60,0,99,1,23,38,50,71,71,55,59,58,50,50,54.63636363636363,0,001001,6,Punish (6),Don't know,NA,2,2,Favor,Favor,Favor,Favor,Favor,Favor,2,2,3,3,3,3,2.6666666666666665,0.26666666666666666,0.5163977794943222,0,0,1,0,0,1,1,1,0,1,-0.6251804959668368,54.111111111111114,-0.6581057958850476,54.63636363636363,-0.6280042194187674,0,0,1,0
100,1007,1,R_5D6HovHlg2uf1Q8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,NA,4,1,1,3,2,3,9,10,10,10,10,5,2,2,4,2,2,1,Purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPc42cf4e16fea5e5a,B,TRUE,TRUE,TRUE,3,1007,66,61,19,30,12,25,77,71,82,65,89,27,64,14,24,60,70,32,5,59,20,80,87,73,4,21,61,33,19,25,81,40,14,18,17,13,80,26,13,10,82,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,31,30,70,21,86,21,9,69,27,4,10,79,76,77,84,33,87,92,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.77777777777778,1,010010,3,Rehab (3),Favor,2,2,2,Favor,Strongly oppose,Favor,Strongly favor,NA,NA,NA,NA,3,1,3,4,2.75,1.5833333333333333,1.2583057392117916,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-1.0862318698108118,45.77777777777778,-1.092085016067732,45.77777777777778,-1.0889253361471036,0,1,1,0
100,947,1,R_70r8sDzJkOhEt2i,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,-99,2,3,4,2,6,8,9,8,9,3,2,4,5,2,2,3,purple,1,1,2,5,5,4,6,3,5,3,2,3,1,1,1,2,1,3,4,2,5,2,2,4,2,1,1,3,1,1,2,3,1,2,2,2,1,1,1,4,6,2,2,4,2,3,2,3,2,1,3,1,3,1,2,3,4,4,1,1,1,1,3,3,3,3,2,4,4,3,NA,2,4,2,4,1,2,3,3,3,3,5,5,4,6,6,6,4,6,6,1,1,0,0,1,0,0,1,NA,3,4,1,0,0,0,0,0,0,0,-99,1,-99,2,3,1.055,2.301,2.8,3,2,0,1,0,0,-99,1,0,0,0,0,0,-99,1776,125,iPf5c2449577c1cbb3,A,TRUE,TRUE,TRUE,3,947,10,30,40,30,30,40,0,10,0,10,30,30,0,10,30,20,30,10,80,0,30,80,30,70,0,0,10,30,0,20,80,0,0,0,10,30,0,40,20,0,30,80,0,0,10,50,30,20,50,30,30,10,10,50,0,70,40,0,80,20,0,40,10,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,001001,5,Punish (5),Favor,2,2,2,Strongly oppose,Don't know,Favor,Oppose,Don't know,Favor,NA,2,1,5,3,2,2.6,2,1.4142135623730951,0,0,1,0,1,0,3,3,0,1,-2.896265940671481,12.22222222222222,-2.839574676003341,11,-2.8984480327214057,0,0,1,0
