progress,duration_in_seconds,finished,response_id,q4_1_1,q4_1_2,q4_1_3,q4_2_1,q4_2_2,q4_2_3,q4_3_1,q4_3_2,q4_3_3,q4_4_1,q4_4_2,q4_4_3,q4_5_1,q4_5_2,q4_5_3,q4_6_1,q4_6_2,q4_6_3,q4_7_1,q4_7_2,q4_7_3,q4_8_1,q4_8_2,q4_8_3,q4_9_1,q4_9_2,q4_9_3,q4_10_1,q4_10_2,q4_10_3,q4_11_1,q4_11_2,q4_11_3,q6,q7,q8,q9,q102_1,q102_2,q102_3,q102_4,q102_5,q15_1,q15_2,q15_3,q15_4,q15_5,q62_1,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q17,q18,q20,q19,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q24,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q27,q28_1,q28_2,q28_3,q28_4,q28_5,q28_6,q28_7,q28_8,q28_9,q28_10,q28_11,q63_1,q63_2,q63_3,q104_1,q104_2,q104_3,q104_4,q68_2,q69_1,q69_2,q69_3,q69_4,q69_5,q69_6,q69_7,q69_8,q70,q71,q72,q73,q74_1,q74_2,q74_3,q74_4,q74_5,q74_6,q29,q30,q31,q110,fire_rare,fire_privilege,fire_angry,fire_fear,q112,q35,q36,q37,q38,q40,q41,q42,q43,q46,q47,q114_1,q114_2,q114_3,q114_4,q114_5,q114_6,q114_7,q114_8,q114_9,q48,q49_1,q49_2,q49_3,q50_1,q50_2,q50_3,dem101,dem,q109,politcs,q51_1,q51_2,q51_3,q51_4,q51_5,q51_6,q51_7,q51_8,q51_8_text,q52,q52_5_text,q53,q54,q113_first_click,q113_last_click,q113_page_submit,q113_click_count,q55,q56_1,q56_2,q56_3,q56_4,q56_4_text,q78_1,q78_7,q78_2,q78_3,q78_4,q78_6,q78_6_text,q58_1,q58_2,respondent_id,block,attn_q9_pass,attn_q17_pass,attn_q1114_pass,attn_pass_count,duration_sec,d_black_afam_abc,d_native_ind_abc,d_asianam_abc,d_latino_his_abc,d_whiteam_abc,d_mideastam_abc,d_incwomen_abc,d_collegewom_abc,d_enviro_abc,d_feminists_abc,d_proabort_choice_abc,d_abortprov_abc,d_welfare_tanf_abc,d_fstamps_snap_abc,d_unions_abc,d_medicaid_abc,d_medicare_abc,d_unemployed_abc,d_police_abc,d_poorfam_abc,d_wealthy_abc,d_teachers_abc,d_sci_experts_abc,d_child_abc,d_crim_abc,d_incppl_pris_abc,d_homeless_abc,d_immigrants_abc,d_unauth_undoc_abc,d_gunowners_abc,d_voters_abc,d_lgbt_abc,d_trans_abc,d_transkids_abc,d_gunmans_abc,d_ice_abc,d_socmed_abc,d_nra_abc,d_bigbank_abc,d_bigcorp_abc,d_uni_abc,d_comcoll_abc,d_noncit_parent_a,d_incparents_a,d_hsteen_a,d_athiest_a,d_cath_a,d_evan_a,d_jews_a,d_pal_a,d_muslim_a,d_blackwom_a,d_blackmen_a,d_lds_a,d_longcov_a,d_exon_a,d_weed_a,d_opioid_a,d_whitecol_a,d_tech_a,d_smokers_a,d_genx_a,d_boomer_a,d_mill_a,d_genz_a,d_metoo_b,d_christnat_b,d_ruralam_b,d_urbanam_b,d_suburbam_b,d_billion_b,d_blm_b,d_maga_b,d_progs_b,d_soc_b,d_proudboys_b,d_attnys_b,d_military_b,d_vets_b,d_solds_b,d_essentials_b,d_nurses_b,d_drs_b,d_dems_b,d_reps_b,d_media_b,d_bluecol_c,d_working_c,d_midclass_c,d_migrantwork_c,d_smallbiz_c,d_taxpayers_c,d_elderly_c,d_moms_c,d_retires_c,d_sexoffenders_c,d_sexhar_vict_c,d_sexharrasser_c,d_formerlyinc_c,d_homeown_c,d_regufee_c,d_gunvi_vict_c,d_polbrut_vict_c,d_unins_c,d_mentill_c,d_aids_c,d_gay_c,d_lesbians_c,desor,impact,contact_pattern,penalpoint,penalpoint_ord,q25_1_ord,prisonpen_1,prisonpen_5,prisonpen,q25_2_ord,q25_3_ord,q25_4_ord,q25_6_ord,q23_2_ord,q23_7_ord,q23_2_rev,q23_7_rev,q25_2_rev,q25_3_rev,q25_4_rev,q25_6_rev,prisonhelp,variancehelp,sdhelp,Black,Hispanic,White,OtherRace,Republican,Democrat,fiscal_ideology,social_ideology,trans_id,gender,incarc,knowincarc,vict,incarc_bin,noincarc_bin,knowincarc_bin,vict_bin,q15_1_1_to_5,q15_2_1_to_5,q15_3_1_to_5,q15_4_1_to_5,q15_5_1_to_5,gov_attn,vote2020,willvote
28,6751,0,R_8V1QcUFhcrapcLS,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,4,2,1,2,1,2,7,9,10,10,8,5,2,3,2,2,3,3,purple,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPd5853777a6aa3836,B,TRUE,TRUE,TRUE,3,6751,31,58,64,52,77,43,28,75,62,65,100,100,51,74,43,67,44,70,58,61,66,100,64,66,19,14,36,73,43,21,82,93,94,91,0,64,35,0,35,22,61,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,15,61,56,82,42,67,0,62,68,0,50,80,100,62,75,83,93,100,19,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0,001001,3,Rehab (3),Favor,2,3,2.5,Oppose,Favor,Favor,Oppose,NA,NA,NA,NA,2,3,3,2,2.5,0.3333333333333333,0.5773502691896257,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,2,4,5,5,3,NA,NA,NA
41,1788,0,R_1cCJbYoGXao4nT0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,NA,NA,NA,4,1,1,1,1,1,8,10,9,10,10,3,5,5,2,2,2,2,Purple,1,1,2,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP40d39da27a6ebef4,B,TRUE,TRUE,TRUE,3,1788,92,87,83,96,81,88,79,78,66,80,91,97,79,91,92,79,82,93,71,100,2,99,73,100,77,75,100,73,79,76,88,100,69,99,0,66,77,36,1,0,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,95,69,0,81,89,72,72,0,NA,90,84,100,96,95,80,81,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.81818181818181,1,010010,5,Punish (5),Don't know,NA,2,2,Don't know,Favor,Favor,Favor,Favor,Favor,2,2,5,3,3,3,3,2.166666666666667,1.4719601443879746,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,0,3,5,4,5,5,NA,NA,NA
38,1816,0,R_7HiSIULPAATPzBb,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,NA,NA,NA,4,1,1,2,1,1,10,8,9,10,10,4,5,3,2,2,2,2,Purple,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,3,3,1,5,2,3,2,5,4,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPe4366a0c3bdd0a99,C,TRUE,TRUE,TRUE,3,1816,100,100,100,100,100,100,80,100,100,100,33,33,100,100,100,100,100,100,100,100,100,100,100,100,10,80,100,100,5,100,100,100,100,100,100,100,50,100,80,67,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,80,100,100,100,100,100,0,100,1,90,100,80,100,100,100,100,100,100,100,92.6923076923077,0,001010,4,Neutral (4),Don't know,NA,2,2,Oppose,Favor,Favor,Favor,Favor,Don't know,2,NA,2,3,3,3,2.6,0.5666666666666667,0.752772652709081,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,5,3,4,5,5,NA,NA,NA
28,1942,0,R_3rZZ9hQoUf6DXXj,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,NA,NA,NA,4,3,3,3,3,3,8,10,10,10,10,2,4,3,2,2,1,5,Purple,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP7dfd24b961ddbdec,B,TRUE,TRUE,TRUE,3,1942,70,75,60,70,60,60,60,60,20,20,40,0,70,60,35,60,70,75,60,81,40,60,60,95,0,40,60,60,70,30,80,60,35,60,0,80,20,0,20,20,61,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,60,75,80,70,6,0,55,11,36,0,5,90,90,95,60,80,60,10,60,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.72727272727273,0,001001,6,Punish (6),Strongly oppose,4,1,2.5,Oppose,Favor,Favor,Don't know,NA,NA,NA,NA,2,3,3,5,3.25,2,1.4142135623730951,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,5,5,5,5,NA,NA,NA
34,1094,0,R_6NDflufQ1n1FvFl,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,NA,NA,NA,4,3,3,4,2,3,10,10,6,6,8,7,1,4,2,1,1,2,Purple,1,4,1,6,5,3,5,1,4,3,2,2,1,2,1,2,2,1,5,3,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP2b89908de3ace8d7,A,TRUE,TRUE,TRUE,3,1094,100,80,100,100,100,100,NA,100,20,NA,50,90,0,50,20,60,100,80,10,90,100,100,100,0,NA,80,30,NA,0,NA,100,NA,NA,20,100,100,0,100,NA,100,NA,100,NA,NA,100,50,100,100,NA,10,NA,NA,100,10,100,70,NA,20,NA,100,20,80,100,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.77777777777778,0,001001,1,Rehab (1),Strongly favor,1,1,1,Strongly oppose,Favor,Strongly favor,Favor,Oppose,Oppose,1,1,1,3,4,3,2.1666666666666665,0.9666666666666666,0.983192080250175,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,5,5,1,1,3,NA,NA,NA
31,618,0,R_1I4dcj0GnAwtPDy,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,NA,NA,NA,4,1,1,1,1,1,8,7,10,10,10,3,2,1,1,1,1,2,purple,2,2,2,3,3,3,3,3,3,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP67a4b93541bda86c,B,TRUE,TRUE,TRUE,3,618,100,100,100,100,100,100,83,100,100,100,100,100,96,74,100,100,100,75,100,84,100,100,100,100,55,59,100,100,100,100,100,100,100,100,100,88,100,100,100,31,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.54545454545456,1,100001,5,Punish (5),Favor,2,1,1.5,Strongly favor,Strongly favor,Strongly favor,Favor,Favor,Favor,2,2,4,4,4,3,3.1666666666666665,0.16666666666666666,0.408248290463863,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,0,0,3,2,5,5,5,NA,NA,NA
34,94835,0,R_6tzcybpwFxp4KU9,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,NA,NA,NA,4,1,1,2,1,1,8,9,10,10,9,4,2,3,2,2,1,3,Purple,1,2,2,2,3,1,2,1,2,1,1,2,2,1,1,2,1,1,4,4,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP5907b4b645553d64,B,TRUE,TRUE,TRUE,3,94835,50,89,50,50,50,50,50,65,60,40,75,80,50,75,50,65,70,50,100,70,0,100,50,100,20,25,70,50,25,50,50,60,50,60,0,60,20,0,25,0,50,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,50,50,50,0,40,0,50,0,0,25,100,100,100,82,100,50,50,50,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.72727272727273,0,001001,4,Neutral (4),Favor,2,1,1.5,Oppose,Favor,Favor,Oppose,Oppose,Favor,1,2,2,3,3,2,2.1666666666666665,0.5666666666666667,0.752772652709081,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,4,5,5,4,NA,NA,NA
38,1032,0,R_1qdhGsAKzWmXSoo,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,NA,NA,NA,4,1,1,1,1,1,10,9,10,10,10,1,2,5,2,2,2,1,Purple,2,2,5,2,2,2,2,4,2,2,1,1,3,3,3,1,1,1,3,3,4,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iPc72bdafe5e46abf9,B,TRUE,TRUE,TRUE,3,1032,85,80,75,70,50,70,50,75,66,50,66,70,66,67,80,80,74,50,50,80,25,70,95,100,50,50,73,50,50,50,50,50,50,70,50,50,50,35,20,15,50,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,50,50,30,18,80,0,50,27,0,50,80,93,90,75,75,80,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.54545454545455,0,001010,7,Punish (7),Favor,2,2,2,Don't know,Favor,Favor,Strongly favor,Favor,Favor,2,2,5,3,3,4,3.1666666666666665,2.4,1.5491933384829668,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,5,4,5,5,5,NA,NA,NA
48,851,0,R_3CCQNEeG3SqgMap,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,NA,NA,NA,4,2,1,1,1,2,8,10,10,10,10,4,2,2,2,1,2,1,purple,2,2,3,6,2,1,4,2,3,2,1,1,1,3,2,2,1,1,4,4,3,2,2,4,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,1,2,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP626237b530017f25,C,TRUE,TRUE,TRUE,3,851,75,72,67,74,62,79,54,80,75,42,84,81,62,75,43,72,65,57,79,83,34,79,79,68,28,55,81,75,73,70,45,61,78,76,59,66,67,42,37,26,82,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,56,75,81,64,74,84,72,81,33,71,20,57,46,78,91,79,67,75,70,74,86,72.23076923076923,1,010010,4,Neutral (4),Favor,2,2,2,Favor,Favor,Strongly favor,Strongly favor,Favor,Favor,2,2,3,3,4,4,3,0.2666666666666667,0.5163977794943223,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,0,3,5,5,5,5,NA,NA,NA
38,3523,0,R_3f17PfYSTIr9SsJ,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,NA,NA,NA,4,1,1,1,1,1,8,10,10,10,10,7,5,1,1,1,4,1,purple,2,3,5,6,6,3,2,1,1,1,1,1,1,1,3,1,1,3,5,5,2,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP82bec1c641589f39,B,TRUE,TRUE,TRUE,3,3523,91,73,92,93,84,93,87,90,73,89,77,82,90,87,78,89,96,86,30,92,57,94,81,100,83,88,91,91,92,63,92,87,90,87,58,81,62,41,48,55,72,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,86,85,88,63,31,73,15,87,69,91,77,84,83,91,81,85,85,84,13,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0909090909091,1,110110,1,Rehab (1),Don't know,NA,4,4,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Favor,Favor,2,2,4,4,4,4,3.3333333333333335,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,3,5,5,5,5,NA,NA,NA
41,12452,0,R_1VhIfcr8HUL3P8Z,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,NA,NA,NA,4,2,2,3,3,2,9,8,9,8,10,3,2,5,2,2,5,5,Purple,1,3,3,3,3,3,3,5,4,4,2,3,2,1,1,2,3,3,3,1,1,5,3,3,2,1,3,1,1,1,2,3,3,3,2,2,2,2,2,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP6c494c859f89a5e6,B,TRUE,TRUE,TRUE,3,12452,74,75,70,75,80,69,72,82,73,70,75,66,58,68,72,88,95,67,70,85,62,84,64,89,61,69,87,72,39,61,86,70,71,58,64,93,69,76,72,70,66,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,74,83,76,74,68,65,79,63,47,70,64,93,89,100,77,74,68,74,73,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.63636363636364,1,010001,5,Punish (5),Favor,2,NA,2,Don't know,Favor,Favor,Don't know,Don't know,Don't know,NA,NA,5,3,3,5,4,1.8666666666666665,1.3662601021279464,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,0,4,3,4,3,5,NA,NA,NA
18,5971,0,R_79c3lAkrXQdeVFg,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,NA,NA,NA,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iP762faf56a8516d73,B,TRUE,FALSE,TRUE,2,5971,91,94,91,95,91,92,96,91,93,92,89,93,91,87,92,88,91,92,93,92,95,95,91,92,94,92,92,93,94,93,91,87,92,92,91,94,91,89,95,91,89,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,92,91,91,95,90,88,88,89,95,90,91,95,89,94,91,93,88,94,93,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.27272727272728,0,001001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
